60898	8/12/2015	100003	26782.82569	1.720683973	3	48	557.9755352	0	debtconsolidation
19684	11/12/2014	100063	35871.41314	1.876812474	1	60	597.8568857	0	debtconsolidation
76153	5/12/2016	100066	23172.07563	2.293623304	1	36	643.6687676	0	business
72564	11/12/2016	100076	25117.69272	1.973189776	2	48	523.285265	0	debtconsolidation
55495	7/12/2014	100087	26793.89476	1.635223711	1	48	558.2061408	0	debtconsolidation
51727	8/12/2014	100089	31102.75765	1.656882078	2	60	518.3792942	0	debtconsolidation
61347	10/12/2014	100100	16337.41748	1.873003449	1	48	340.3628642	0	homeimprovement
95336	11/12/2015	100130	23366.91801	1.607088313	3	60	389.4486336	0	debtconsolidation
87358	4/12/2017	100131	16718.09764	1.729462182	1	48	348.2937009	0	debtconsolidation
70736	1/12/2015	100139	25739.81287	1.988985126	3	36	714.9948019	0	homeimprovement
75371	6/12/2015	100142	21561.75086	1.472761928	2	60	359.3625144	0	debtconsolidation
73566	12/12/2014	100152	31516.30256	1.698904323	2	36	875.452849	0	business
77436	9/12/2016	100165	14251.0656	1.443716768	1	36	395.8629332	0	debtconsolidation
53542	1/12/2015	100170	39495.17823	2.078292226	3	36	1097.088284	0	debtconsolidation
32016	10/12/2016	100175	16519.66782	1.693773858	1	48	344.1597462	1	business
54680	10/12/2014	100179	34772.52528	1.580665765	4	60	579.542088	1	debtconsolidation
37890	6/12/2014	100216	23220.48489	1.281876721	1	48	483.7601019	0	auto
61606	9/12/2014	100217	36609.74138	1.972694799	2	36	1016.93726	0	homeimprovement
10894	10/12/2014	100238	22269.14963	1.550765915	1	60	371.1524938	0	debtconsolidation
56120	1/12/2017	100253	24768.58654	1.831855888	2	48	516.0122196	0	other
75402	9/12/2015	100255	19656.19347	1.811914774	3	60	327.6032245	0	debtconsolidation
77578	1/12/2015	100261	16243.61282	2.299529816	3	48	338.4086004	0	debtconsolidation
20035	2/12/2015	100268	23184.16351	1.199586077	2	60	386.4027252	0	debtconsolidation
31597	4/12/2017	100285	23928.38374	2.02261477	2	36	664.6773262	0	debtconsolidation
46828	10/12/2016	100299	25101.80837	1.920710005	2	36	697.2724547	0	debtconsolidation
50983	7/12/2014	100307	27619.85665	2.398233726	2	36	767.2182402	0	homeimprovement
63854	10/12/2016	100317	24268.15197	1.93972222	3	60	404.4691996	0	homeimprovement
95616	5/12/2017	100320	21563.72081	1.425112636	1	60	359.3953468	0	education
54635	8/12/2016	100355	25108.60286	1.96737195	1	60	418.4767143	0	debtconsolidation
53623	1/12/2016	100360	22364.59689	1.750692516	2	60	372.7432815	0	debtconsolidation
56347	10/12/2015	100367	30632.53233	1.437905294	2	60	510.5422055	0	debtconsolidation
89533	8/12/2015	100370	39116.68295	1.368149028	2	36	1086.574526	0	auto
72736	11/12/2016	100379	31381.14284	1.391022271	1	48	653.7738091	0	debtconsolidation
82068	8/12/2016	100381	15454.87392	1.526280686	1	60	257.5812319	0	other
91411	4/12/2017	100385	36905.13872	1.985996649	4	36	1025.142742	0	debtconsolidation
74285	7/12/2014	100389	26773.06017	1.711261185	4	60	446.2176695	1	debtconsolidation
32939	6/12/2015	100390	24015.86134	2.147395527	1	60	400.2643556	0	debtconsolidation
20432	12/12/2016	100399	22396.3123	2.010961878	6	48	466.5898395	0	debtconsolidation
38796	8/12/2015	100408	25215.58247	2.202300304	1	36	700.4328463	0	debtconsolidation
73028	8/12/2014	100429	9200.317162	1.336372867	3	60	153.3386194	0	debtconsolidation
14930	12/12/2015	100440	27613.51837	1.54009311	1	48	575.2816326	0	debtconsolidation
63407	3/12/2017	100445	26368.86505	2.791680955	1	36	732.4684737	0	debtconsolidation
88946	7/12/2016	100448	25044.03747	1.365955739	5	60	417.4006246	0	debtconsolidation
94616	2/12/2017	100453	26498.21985	1.910479462	1	36	736.0616625	0	debtconsolidation
28162	6/12/2016	100469	30135.362	2.223408361	1	36	837.0933889	0	debtconsolidation
71807	6/12/2014	100489	27814.48958	1.637528801	1	48	579.4685329	0	debtconsolidation
91881	12/12/2014	100496	27844.4195	1.97770757	1	36	773.4560972	0	debtconsolidation
88880	6/12/2015	100502	26027.97662	1.745559322	2	60	433.7996103	0	homeimprovement
46114	9/12/2015	100505	30419.10963	2.06454791	2	48	633.7314506	0	education
17485	8/12/2014	100506	28408.24753	1.698470243	3	60	473.4707922	0	debtconsolidation
61890	3/12/2016	100509	33765.80421	1.598421669	1	48	703.4542544	0	debtconsolidation
76391	2/12/2016	100514	25825.0784	2.274177408	4	36	717.363289	0	healthcare
33923	2/12/2016	100524	23296.50224	1.850230581	2	36	647.1250622	0	debtconsolidation
63693	11/12/2014	100529	19246.82883	1.574628572	1	60	320.7804805	0	debtconsolidation
